"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " x2='7.5'","NaN"
"0.11750400000000241"," 11.5266","0.117","1","0.01797800000000649", " x2='7.5'","NaN"
"0.4871510000000015"," 10.45625","0.646","1","0.2878690000000006", " x2='7.5'","31.20076849420426"
"0.8132420000000025"," 16.452466666666666","0.878","1","0.3136790000000076", " x2='7.5'","31.20076849420426"
"1.238127"," 15.118575","1.162","1","0.3386430000000047", " x2='7.5'","31.20076849420426"
"2.047736000000002"," 15.03002","1.808","1","0.6481710000000049", " x2='7.5'","31.18204476764829"
"2.6825990000000037"," 35.41008333333333","2.202","1","0.6830650000000063", " x2='7.5'","31.18204476764829"
"3.001555000000007"," 28.181500000000003","2.376","3","0.7020510000000044", " x2='8.692156027732652'","27.177074444026733"
"3.3279230000000077"," 28.02772857142857","2.763","3","0.928364000000002", " x2='8.692156027732652'","26.476954535244356"
"4.181174000000004"," 25.8085375","3.334","3","0.9818700000000078", " x2='8.692156027732652'","26.476954535244356"
"5.384689000000002"," 24.830255555555556","4.224","3","1.2851540000000057", " x2='8.692156027732652'","26.83418331766917"
"6.445076000000004"," 23.43157","4.907","3","1.3457700000000088", " x2='8.692156027732652'","26.83418331766917"
"7.856611999999997"," 22.36359090909091","5.899","3","1.6571250000000006", " x2='8.692156027732652'","26.908272451075607"
"9.130460999999995"," 22.993858333333332","6.7","3","1.730905", " x2='8.692156027732652'","26.908272451075607"
"10.713761999999992"," 22.166184615384616","7.76","3","2.0144570000000073", " x2='8.692156027732652'","26.12335056375313"
"12.194994999999984"," 21.776500000000002","8.668","3","2.0954340000000045", " x2='8.692156027732652'","26.12335056375313"
"14.015398999999976"," 21.5344","9.869","3","2.4158370000000033", " x2='8.692156027732652'","25.903319382988723"
"15.710966999999977"," 20.82060625","10.902","3","2.511747000000007", " x2='8.692156027732652'","25.903319382988723"
"17.782139999999963"," 20.3865","12.271","3","2.8828320000000076", " x2='8.692156027732652'","25.56014764202172"
"19.69215799999997"," 20.34026666666667","13.416","3","2.9926050000000046", " x2='8.692156027732652'","25.56014764202172"
"21.913100999999997"," 21.19653157894737","14.828","3","3.3135400000000033", " x2='8.692156027732652'","25.929303320384292"
"24.02524900000003"," 20.996035","16.072","3","3.4259420000000063", " x2='8.692156027732652'","25.929303320384292"
"26.477335000000053"," 21.717557142857142","17.615","3","3.7778570000000045", " x2='8.692156027732652'","26.421948337458225"
"28.805740000000085"," 21.097213636363637","18.981","3","3.9062690000000018", " x2='8.692156027732652'","26.421948337458225"
"31.45680600000012"," 21.029852173913042","20.626","3","4.257525999999999", " x2='8.692156027732652'","26.334066699039262"
"33.99691100000015"," 21.525125","22.109","3","4.397369000000005", " x2='8.692156027732652'","26.334066699039262"
"36.87983000000019"," 21.020224000000002","23.895","3","4.780580000000008", " x2='8.692156027732652'","26.35085453044068"
"39.62347700000023"," 21.157115384615384","25.483","3","4.923915999999998", " x2='8.692156027732652'","26.35085453044068"
"42.72883400000027"," 20.72144814814815","27.396","3","5.3299340000000015", " x2='8.692156027732652'","26.32746498898287"
"45.69065600000031"," 20.707107142857144","29.103","3","5.4911030000000025", " x2='8.692156027732652'","26.32746498898287"
"49.011064000000346"," 20.518475862068968","31.128","3","5.911585000000002", " x2='8.692156027732652'","26.5786309721178"
"52.18449900000039"," 20.271923333333334","32.954","3","6.084952000000001", " x2='8.692156027732652'","26.5786309721178"
"55.69313600000043"," 19.863822580645163","35.072","3","6.493603000000007", " x2='8.692156027732652'","26.266190600981624"
"59.07342500000048"," 19.59459375","37.061","3","6.673917000000003", " x2='8.692156027732652'","26.266190600981624"
"62.81444000000052"," 20.143921212121214","39.317","3","7.115145000000005", " x2='8.692156027732652'","26.13794499556182"
"66.40636500000056"," 20.080938235294116","41.367","3","7.306850000000004", " x2='8.692156027732652'","26.13794499556182"
"70.34067800000062"," 19.75616","43.716","3","7.741217000000006", " x2='8.692156027732652'","26.26375706986216"
"74.15194100000052"," 19.557241666666666","45.895","3","7.952658000000007", " x2='8.692156027732652'","26.26375706986216"
"78.3361800000003"," 19.939794594594595","48.437","3","8.436698000000007", " x2='8.692156027732652'","26.12484406573726"
"82.34290500000009"," 20.410231578947368","50.713","3","8.643598000000004", " x2='8.692156027732652'","26.12484406573726"
"86.71365799999987"," 20.404423076923077","53.314","3","9.114096000000004", " x2='8.692156027732652'","26.244978119256473"
"90.93370499999963"," 20.39429","55.703","3","9.334432999999997", " x2='8.692156027732652'","26.244978119256473"
"95.53899199999941"," 20.49650731707317","58.526","3","9.839454000000003", " x2='8.692156027732652'","26.233168257988723"
"99.97725599999917"," 20.28507380952381","61.034","3","10.077692000000006", " x2='8.692156027732652'","26.233168257988723"
"104.81134399999893"," 20.201858139534885","63.911","3","10.611851999999999", " x2='8.692156027732652'","26.4328321803467"
"109.45959299999868"," 20.442781818181817","66.536","3","10.860036000000001", " x2='8.692156027732652'","26.4328321803467"
"110.9541579999986"," 20.442781818181817","67.41","3","10.954876000000006", " x2='8.692156027732652'","26.4328321803467"
